,名字,易數
0,Maison,134
1,Masen,134
2,Mason,134
3,Naseem,134
4,Samson,134
5,Shimon,134
6,Shyheim,134
7,Simeon,134
8,Simon,134
9,Madden,34
10,Menachem,34
11,Nehemiah,34
12,Niam,34
13,Nick,34
14,Nico,34
15,Noam,34
16,Mac,3
17,Mack,3
18,Makai,3
19,Makhi,3
20,Mekhi,3
21,Micah,3
22,Micaiah,3
23,Mickey,3
24,Mohamad,3
25,Mohamed,3
26,Mohammad,3
27,Mohammed,3
28,Najee,4
29,Ned,4
30,Neo,4
31,Noah,4
32,Noe,4
33,Said,1
34,Seth,1
35,Shad,1
36,Shia,1
37,Zaid,1
38,Zeke,1
39,Zev,1
